XPath,dataset_3470.xml,dataset_3484.xml,dataset_3485.xml,dataset_3486.xml,dataset_3508.xml,dataset_3510.xml,dataset_3513.xml,dataset_3514.xml,dataset_3515.xml,dataset_3516.xml,dataset_3517.xml,dataset_3518.xml,dataset_3519.xml,dataset_3520.xml,dataset_3521.xml,dataset_3659.xml,dataset_3662.xml,dataset_3664.xml,dataset_3671.xml,dataset_3672.xml,dataset_3673.xml,dataset_3674.xml,dataset_3687.xml,dataset_3692.xml,dataset_3696.xml,dataset_3698.xml,dataset_3699.xml,dataset_3746.xml,dataset_3821.xml,dataset_3822.xml,dataset_3823.xml,dataset_3824.xml,dataset_3825.xml,dataset_3826.xml,dataset_3827.xml,dataset_3829.xml,dataset_3830.xml,dataset_3831.xml,dataset_3832.xml,dataset_3835.xml,dataset_3836.xml,dataset_3837.xml,dataset_3838.xml,dataset_3839.xml,dataset_3840.xml,dataset_3841.xml,dataset_3842.xml,dataset_3843.xml,dataset_3844.xml,dataset_3845.xml,dataset_3846.xml,dataset_3847.xml,dataset_3848.xml,dataset_3849.xml,dataset_3850.xml,dataset_3851.xml,dataset_3852.xml,dataset_3854.xml,dataset_3855.xml,dataset_3858.xml,dataset_3859.xml,dataset_3860.xml,dataset_3861.xml,dataset_3862.xml,dataset_3863.xml,dataset_3864.xml,dataset_3865.xml,dataset_3867.xml,dataset_3868.xml,dataset_3869.xml,dataset_3870.xml,dataset_3871.xml,dataset_3905.xml,dataset_3913.xml,dataset_3914.xml,dataset_3917.xml,dataset_3933.xml,dataset_4001.xml,dataset_4002.xml,dataset_4063.xml,dataset_4074.xml,dataset_472814.xml,dataset_522753.xml,dataset_522786.xml,dataset_522798.xml,dataset_522810.xml,dataset_522846.xml,dataset_549122.xml,dataset_558538.xml,dataset_637784.xml,dataset_639016.xml,dataset_639847.xml,dataset_641044.xml,dataset_642974.xml,dataset_643213.xml,dataset_643270.xml,dataset_643316.xml,dataset_643423.xml,dataset_643494.xml,dataset_643578.xml,dataset_643592.xml,dataset_643639.xml,dataset_643809.xml,dataset_644607.xml,dataset_644765.xml,dataset_646143.xml,dataset_646842.xml,dataset_647580.xml,dataset_647606.xml,dataset_647909.xml,dataset_648030.xml,dataset_648543.xml,dataset_648753.xml,dataset_650087.xml,dataset_650135.xml,dataset_650340.xml,dataset_651138.xml
/contact/organisationName/Anchor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contact/organisationName/Anchor/@xlink:actuate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contact/organisationName/Anchor/@xlink:href,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contact/role,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/contact/role/@codeList,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contact/role/@codeListValue,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contact/role/@codeSpace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contentInfo/attributeDescription/RecordType,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contentInfo/contentType,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/contentInfo/contentType/@codeList,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contentInfo/contentType/@codeListValue,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contentInfo/dimension/descriptor,34.0,10.0,28.0,32.0,20.0,22.0,22.0,20.0,22.0,54.0,496.0,58.0,338.0,28.0,44.0,34.0,348.0,30.0,24.0,24.0,24.0,24.0,538.0,80.0,10.0,54.0,54.0,24.0,40.0,42.0,42.0,36.0,44.0,54.0,48.0,58.0,28.0,38.0,46.0,50.0,52.0,44.0,36.0,42.0,56.0,156.0,36.0,72.0,60.0,44.0,72.0,122.0,56.0,62.0,50.0,40.0,20.0,52.0,38.0,316.0,36.0,52.0,76.0,36.0,292.0,40.0,302.0,38.0,54.0,36.0,46.0,198.0,38.0,44.0,40.0,38.0,38.0,32.0,32.0,168.0,60.0,58.0,70.0,36.0,36.0,36.0,40.0,68.0,84.0,34.0,50.0,142.0,46.0,62.0,78.0,66.0,46.0,78.0,56.0,28.0,62.0,76.0,66.0,72.0,48.0,36.0,40.0,44.0,52.0,28.0,44.0,142.0,58.0,52.0,60.0,42.0,84.0
/contentInfo/dimension/sequenceIdentifier/@xlink:actuate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contentInfo/dimension/sequenceIdentifier/@xlink:href,17.0,5.0,14.0,16.0,10.0,11.0,11.0,10.0,11.0,27.0,249.0,29.0,169.0,14.0,22.0,17.0,174.0,15.0,12.0,12.0,12.0,12.0,270.0,40.0,5.0,27.0,27.0,12.0,20.0,21.0,21.0,18.0,22.0,27.0,24.0,29.0,14.0,19.0,25.0,25.0,26.0,22.0,18.0,21.0,28.0,78.0,18.0,36.0,30.0,22.0,36.0,61.0,28.0,31.0,25.0,20.0,10.0,26.0,19.0,158.0,18.0,26.0,42.0,18.0,146.0,20.0,151.0,27.0,27.0,18.0,23.0,244.0,19.0,22.0,22.0,19.0,19.0,24.0,24.0,84.0,32.0,31.0,35.0,18.0,18.0,18.0,20.0,34.0,42.0,17.0,29.0,88.0,31.0,31.0,39.0,33.0,23.0,39.0,35.0,15.0,31.0,50.0,33.0,36.0,24.0,18.0,20.0,22.0,26.0,14.0,26.0,88.0,29.0,26.0,30.0,21.0,42.0
/contentInfo/dimension/sequenceIdentifier/@xlink:title,14.0,5.0,14.0,15.0,9.0,10.0,10.0,9.0,10.0,20.0,25.0,22.0,27.0,9.0,18.0,16.0,24.0,14.0,11.0,11.0,11.0,11.0,15.0,30.0,5.0,21.0,21.0,11.0,17.0,16.0,15.0,17.0,17.0,22.0,19.0,22.0,9.0,15.0,19.0,20.0,20.0,16.0,15.0,17.0,23.0,16.0,18.0,14.0,17.0,17.0,19.0,21.0,19.0,23.0,19.0,17.0,4.0,23.0,17.0,22.0,16.0,18.0,11.0,16.0,22.0,17.0,22.0,12.0,19.0,16.0,18.0,23.0,19.0,20.0,17.0,15.0,16.0,16.0,16.0,21.0,22.0,17.0,24.0,16.0,16.0,16.0,19.0,15.0,34.0,16.0,18.0,14.0,14.0,16.0,18.0,15.0,15.0,12.0,16.0,12.0,20.0,21.0,17.0,21.0,17.0,16.0,15.0,14.0,14.0,11.0,11.0,15.0,17.0,17.0,21.0,16.0,13.0
/contentInfo/dimension/sequenceIdentifier/MemberName/aName,51.0,15.0,42.0,48.0,30.0,33.0,33.0,30.0,33.0,81.0,747.0,87.0,507.0,42.0,66.0,51.0,522.0,45.0,36.0,36.0,36.0,36.0,810.0,120.0,15.0,81.0,81.0,36.0,60.0,63.0,63.0,54.0,66.0,81.0,72.0,87.0,42.0,57.0,75.0,75.0,78.0,66.0,54.0,63.0,84.0,234.0,54.0,108.0,90.0,66.0,108.0,183.0,84.0,93.0,75.0,60.0,30.0,78.0,57.0,474.0,54.0,78.0,126.0,54.0,438.0,60.0,453.0,81.0,81.0,54.0,69.0,732.0,57.0,66.0,66.0,57.0,57.0,72.0,72.0,252.0,96.0,93.0,105.0,54.0,54.0,54.0,60.0,102.0,126.0,51.0,87.0,264.0,93.0,93.0,117.0,99.0,69.0,117.0,105.0,45.0,93.0,150.0,99.0,108.0,72.0,54.0,60.0,66.0,78.0,42.0,78.0,264.0,87.0,78.0,90.0,63.0,126.0
/contentInfo/dimension/sequenceIdentifier/MemberName/attributeType/@xlink:actuate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/contentInfo/dimension/sequenceIdentifier/MemberName/attributeType/@xlink:href,7.0,2.0,3.0,8.0,5.0,5.0,5.0,5.0,5.0,9.0,11.0,9.0,14.0,4.0,8.0,6.0,12.0,6.0,5.0,5.0,5.0,5.0,7.0,13.0,2.0,9.0,9.0,5.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,9.0,4.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0,6.0,7.0,6.0,7.0,10.0,8.0,11.0,9.0,7.0,1.0,5.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,11.0,5.0,8.0,9.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,11.0,3.0,3.0,3.0,5.0,5.0,22.0,6.0,11.0,5.0,6.0,7.0,8.0,5.0,8.0,7.0,8.0,6.0,9.0,11.0,6.0,9.0,8.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,7.0
/contentInfo/dimension/sequenceIdentifier/MemberName/attributeType/@xlink:title,7.0,2.0,3.0,8.0,5.0,5.0,5.0,5.0,5.0,9.0,11.0,9.0,14.0,4.0,8.0,6.0,12.0,6.0,5.0,5.0,5.0,5.0,7.0,13.0,2.0,9.0,9.0,5.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,9.0,4.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0,6.0,7.0,6.0,7.0,10.0,8.0,11.0,9.0,7.0,1.0,5.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,11.0,5.0,8.0,9.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,11.0,3.0,3.0,3.0,5.0,5.0,22.0,6.0,11.0,5.0,6.0,7.0,8.0,5.0,8.0,7.0,8.0,6.0,9.0,11.0,6.0,9.0,8.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,7.0
/contentInfo/dimension/sequenceIdentifier/MemberName/attributeType/TypeName/aName,14.0,5.0,14.0,15.0,9.0,10.0,10.0,9.0,10.0,20.0,25.0,22.0,27.0,9.0,18.0,16.0,24.0,14.0,11.0,11.0,11.0,11.0,15.0,30.0,5.0,21.0,21.0,11.0,17.0,16.0,15.0,17.0,17.0,22.0,19.0,22.0,9.0,15.0,19.0,20.0,20.0,16.0,15.0,17.0,23.0,16.0,18.0,14.0,17.0,17.0,19.0,21.0,19.0,23.0,19.0,17.0,4.0,23.0,17.0,22.0,16.0,18.0,11.0,16.0,22.0,17.0,22.0,12.0,19.0,16.0,18.0,23.0,19.0,20.0,17.0,15.0,16.0,16.0,16.0,21.0,22.0,17.0,24.0,16.0,16.0,16.0,19.0,15.0,34.0,16.0,18.0,14.0,14.0,16.0,18.0,15.0,15.0,12.0,16.0,12.0,20.0,21.0,17.0,21.0,17.0,16.0,15.0,14.0,14.0,11.0,11.0,15.0,17.0,17.0,21.0,16.0,13.0
/contentInfo/dimension/units,17.0,5.0,14.0,16.0,10.0,11.0,11.0,10.0,11.0,27.0,249.0,29.0,169.0,14.0,22.0,17.0,174.0,15.0,12.0,12.0,12.0,12.0,270.0,40.0,5.0,27.0,27.0,12.0,20.0,21.0,21.0,18.0,22.0,27.0,24.0,29.0,14.0,19.0,25.0,25.0,26.0,22.0,18.0,21.0,28.0,78.0,18.0,36.0,30.0,22.0,36.0,61.0,28.0,31.0,25.0,20.0,10.0,26.0,19.0,158.0,18.0,26.0,42.0,18.0,146.0,20.0,151.0,27.0,27.0,18.0,23.0,244.0,19.0,22.0,22.0,19.0,19.0,24.0,24.0,84.0,32.0,31.0,35.0,18.0,18.0,18.0,20.0,34.0,42.0,17.0,29.0,88.0,31.0,31.0,39.0,33.0,23.0,39.0,35.0,15.0,31.0,50.0,33.0,36.0,24.0,18.0,20.0,22.0,26.0,14.0,26.0,88.0,29.0,26.0,30.0,21.0,42.0
/contentInfo/dimension/units/UnitDefinition/@gml:id,17.0,5.0,14.0,16.0,10.0,11.0,11.0,10.0,11.0,27.0,249.0,29.0,169.0,14.0,22.0,17.0,174.0,15.0,12.0,12.0,12.0,12.0,270.0,40.0,5.0,27.0,27.0,12.0,20.0,21.0,21.0,18.0,22.0,27.0,24.0,29.0,14.0,19.0,25.0,25.0,26.0,22.0,18.0,21.0,28.0,78.0,18.0,36.0,30.0,22.0,36.0,61.0,28.0,31.0,25.0,20.0,10.0,26.0,19.0,158.0,18.0,26.0,42.0,18.0,146.0,20.0,151.0,27.0,27.0,18.0,23.0,244.0,19.0,22.0,22.0,19.0,19.0,24.0,24.0,84.0,32.0,31.0,35.0,18.0,18.0,18.0,20.0,34.0,42.0,17.0,29.0,88.0,31.0,31.0,39.0,33.0,23.0,39.0,35.0,15.0,31.0,50.0,33.0,36.0,24.0,18.0,20.0,22.0,26.0,14.0,26.0,88.0,29.0,26.0,30.0,21.0,42.0
/contentInfo/dimension/units/UnitDefinition/identifier,17.0,5.0,14.0,16.0,10.0,11.0,11.0,10.0,11.0,27.0,249.0,29.0,169.0,14.0,22.0,17.0,174.0,15.0,12.0,12.0,12.0,12.0,270.0,40.0,5.0,27.0,27.0,12.0,20.0,21.0,21.0,18.0,22.0,27.0,24.0,29.0,14.0,19.0,25.0,25.0,26.0,22.0,18.0,21.0,28.0,78.0,18.0,36.0,30.0,22.0,36.0,61.0,28.0,31.0,25.0,20.0,10.0,26.0,19.0,158.0,18.0,26.0,42.0,18.0,146.0,20.0,151.0,27.0,27.0,18.0,23.0,244.0,19.0,22.0,22.0,19.0,19.0,24.0,24.0,84.0,32.0,31.0,35.0,18.0,18.0,18.0,20.0,34.0,42.0,17.0,29.0,88.0,31.0,31.0,39.0,33.0,23.0,39.0,35.0,15.0,31.0,50.0,33.0,36.0,24.0,18.0,20.0,22.0,26.0,14.0,26.0,88.0,29.0,26.0,30.0,21.0,42.0
/contentInfo/dimension/units/UnitDefinition/identifier/@codeSpace,17.0,5.0,14.0,16.0,10.0,11.0,11.0,10.0,11.0,27.0,249.0,29.0,169.0,14.0,22.0,17.0,174.0,15.0,12.0,12.0,12.0,12.0,270.0,40.0,5.0,27.0,27.0,12.0,20.0,21.0,21.0,18.0,22.0,27.0,24.0,29.0,14.0,19.0,25.0,25.0,26.0,22.0,18.0,21.0,28.0,78.0,18.0,36.0,30.0,22.0,36.0,61.0,28.0,31.0,25.0,20.0,10.0,26.0,19.0,158.0,18.0,26.0,42.0,18.0,146.0,20.0,151.0,27.0,27.0,18.0,23.0,244.0,19.0,22.0,22.0,19.0,19.0,24.0,24.0,84.0,32.0,31.0,35.0,18.0,18.0,18.0,20.0,34.0,42.0,17.0,29.0,88.0,31.0,31.0,39.0,33.0,23.0,39.0,35.0,15.0,31.0,50.0,33.0,36.0,24.0,18.0,20.0,22.0,26.0,14.0,26.0,88.0,29.0,26.0,30.0,21.0,42.0
/contentInfo/dimension/units/UnitDefinition/name,8.0,4.0,6.0,11.0,6.0,6.0,6.0,6.0,6.0,13.0,29.0,14.0,39.0,9.0,9.0,9.0,32.0,6.0,6.0,6.0,6.0,6.0,22.0,14.0,4.0,13.0,13.0,6.0,8.0,7.0,8.0,9.0,10.0,13.0,13.0,10.0,9.0,10.0,8.0,11.0,11.0,9.0,8.0,8.0,9.0,14.0,8.0,9.0,9.0,9.0,11.0,11.0,10.0,13.0,12.0,8.0,3.0,13.0,8.0,12.0,9.0,11.0,8.0,8.0,11.0,10.0,12.0,11.0,12.0,9.0,11.0,12.0,8.0,11.0,8.0,7.0,7.0,9.0,9.0,13.0,9.0,8.0,15.0,7.0,7.0,7.0,8.0,6.0,9.0,7.0,11.0,7.0,7.0,7.0,7.0,6.0,7.0,10.0,8.0,7.0,10.0,11.0,9.0,7.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,6.0,7.0,7.0,5.0,6.0
/contentInfo/featureCatalogueCitation,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
