Collection,Record,XPath,Content
CDL,02511-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02511-metadata.xml,/metadata/metainfo/metd,"20120327"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02511-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02511-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02511-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02543-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"Stanislaus County"
CDL,02543-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20020715"
CDL,02543-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 5000095-001: SUNRISE VILLAGE MHP / EAST WELL"
CDL,02543-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02543-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02543-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02543-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02543-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02543-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20020715"
CDL,02543-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02543-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02543-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02543-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-121.011871337891"
CDL,02543-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-120.993698120117"
CDL,02543-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"37.6388053894043"
CDL,02543-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"37.6244621276855"
CDL,02543-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02543-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02543-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02543-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02543-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02543-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Stanislaus County"
CDL,02543-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Modesto"
CDL,02543-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02543-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02543-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02543-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California M03.0S09.0E32"
CDL,02543-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02543-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02543-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02543-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02543-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02543-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02543-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02543-metadata.xml,/metadata/metainfo/metd,"20120323"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02543-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02543-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02543-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02516-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"CDPH Tehachapi District"
CDL,02516-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20020419"
CDL,02516-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 1500535-001: MANON MANOR MUTUAL WATER COMPANY / WELL 01"
CDL,02516-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02516-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02516-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02516-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02516-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02516-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20020419"
CDL,02516-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02516-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02516-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02516-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02516-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02516-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02516-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02516-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02516-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Kern County"
CDL,02516-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Bakersfield"
CDL,02516-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02516-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02516-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02516-metadata.xml,/metadata/metainfo/metd,"20120323"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02516-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02516-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02516-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02534-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"Lake Hemet Municipal Water District"
CDL,02534-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20021202"
CDL,02534-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 3310022-019: LAKE HEMET MWD / WELL 14"
CDL,02534-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02534-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02534-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02534-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02534-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02534-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20021202"
CDL,02534-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02534-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02534-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02534-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-116.89323425293"
CDL,02534-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-116.875953674316"
CDL,02534-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"33.7591743469238"
CDL,02534-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"33.7440223693848"
CDL,02534-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02534-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02534-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02534-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02534-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02534-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Riverside County"
CDL,02534-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Hemet"
CDL,02534-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02534-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02534-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02534-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California S05.0S01.0E09"
CDL,02534-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02534-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02534-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02534-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02534-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02534-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02534-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02534-metadata.xml,/metadata/metainfo/metd,"20120327"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02534-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02534-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02534-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02561-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"San Bernardino County"
CDL,02561-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20030714"
CDL,02561-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 3600404-001: SHADY LANE RV PARK / WELL"
CDL,02561-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02561-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02561-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02561-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02561-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02561-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20030714"
CDL,02561-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02561-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02561-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02561-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-116.997428894043"
CDL,02561-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-116.979423522949"
CDL,02561-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"34.9206314086914"
CDL,02561-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"34.9057884216309"
CDL,02561-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02561-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02561-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02561-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02561-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02561-metadata.xml,/metadata/idinfo/keywords/place/placekey,"San Bernardino County"
CDL,02561-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Barstow"
CDL,02561-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02561-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02561-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02561-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California S10.0N01.0W33"
CDL,02561-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02561-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02561-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02561-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02561-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02561-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02561-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02561-metadata.xml,/metadata/metainfo/metd,"20120328"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02561-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02561-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02561-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02599-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"Cal Water Service"
CDL,02599-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20021024"
CDL,02599-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 1510003-110: CWS - BAKERSFIELD / WELL 145-01 - RAW"
CDL,02599-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02599-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02599-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02599-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02599-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02599-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20021024"
CDL,02599-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02599-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02599-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02599-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-119.038909912109"
CDL,02599-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-119.021209716797"
CDL,02599-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"35.3541679382324"
CDL,02599-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"35.3394889831543"
CDL,02599-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02599-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02599-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02599-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02599-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02599-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Kern County"
CDL,02599-metadata.xml,/metadata/idinfo/keywords/place/placekey,"San Jose"
CDL,02599-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02599-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02599-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02599-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California M30.0S27.0E01"
CDL,02599-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02599-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02599-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02599-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02599-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02599-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02599-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02599-metadata.xml,/metadata/metainfo/metd,"20120326"
CDL,02599-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02599-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02599-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
